     1     -1     12 2.500000E-07 2.329448E-06 1.022340E-06 9.703125E-17 0.000000E+00
     2     -1      8 2.500000E-07 6.733507E-07 2.066504E-07 7.221875E-17 0.000000E+00
     3     -1     23 2.500000E-07 3.348160E-09 4.991518E-07 1.404687E-17 0.000000E+00
     4     -1     27 2.500000E-07 0.000000E+00 5.025000E-07 8.046875E-18 0.000000E+00
     5     -1      7 2.500000E-07 3.445874E-06 1.572222E-06 5.751562E-17 0.000000E+00
     6     -1      6 2.500000E-07 4.810076E-06 2.244142E-06 1.318750E-17 0.000000E+00
     7      8      9 3.437191E-06 3.614485E-06 3.473213E-06 1.219844E-16 0.000000E+00
     8      9     23 4.739365E-06 1.930308E-06 3.285063E-06 3.770312E-17 0.000000E+00
     9     12     27 5.982016E-06 1.641658E-06 3.754944E-06 1.078125E-17 0.000000E+00
    10      8     16 3.940545E-06 3.883531E-06 3.853649E-06 2.735937E-17 0.000000E+00
    11      6      7 3.600023E-06 2.929155E-06 3.215864E-06 2.042031E-16 0.000000E+00
    12     16     29 3.568653E-06 1.278089E-06 2.387201E-06 3.381250E-17 0.000000E+00
    13     12     16 6.335032E-06 5.155534E-06 5.659533E-06 1.831250E-17 0.000000E+00
    14     12     13 4.152952E-06 3.361378E-06 3.701088E-06 5.232812E-17 0.000000E+00
    15      9     16 4.907136E-06 4.991166E-06 4.875283E-06 7.951562E-17 0.000000E+00
    16      7     28 4.441038E-06 3.228291E-06 3.777431E-06 4.087500E-17 0.000000E+00
    17     13     16 5.577568E-06 3.288796E-06 4.367015E-06 1.929531E-16 0.000000E+00
    18      9     17 3.274145E-06 2.489920E-06 2.839017E-06 9.940625E-17 0.000000E+00
    19      6     15 5.062017E-06 2.149315E-06 3.551850E-06 1.397344E-16 0.000000E+00
    20      6     31 5.188633E-06 1.330010E-06 3.210675E-06 4.795312E-17 0.000000E+00
    21     15     17 1.909691E-06 2.148153E-06 1.998640E-06 7.175000E-17 0.000000E+00
    22     16     22 5.946248E-06 2.652182E-06 4.235048E-06 5.762500E-17 0.000000E+00
    23     17     21 2.529064E-06 1.933233E-06 2.197847E-06 6.387500E-17 0.000000E+00
    24      1     31 9.256333E-06 2.021719E-06 5.554861E-06 2.489062E-17 0.000000E+00
    25     28     34 3.148053E-06 3.924078E-06 3.483289E-06 1.235937E-17 0.000000E+00
    26      1     15 6.913529E-06 2.728295E-06 4.748958E-06 2.137500E-16 0.000000E+00
    27     13     18 5.340719E-06 5.699417E-06 5.437679E-06 1.846875E-17 0.000000E+00
    28     21     22 2.465731E-06 1.907803E-06 2.154129E-06 1.245312E-17 0.000000E+00
    29     13     19 4.539155E-06 2.626823E-06 3.529512E-06 4.734375E-17 0.000000E+00
    30      1     21 8.923476E-06 1.994574E-06 5.377547E-06 9.190625E-17 0.000000E+00
    31      5     22 3.903739E-06 2.642718E-06 3.224374E-06 9.300000E-17 0.000000E+00
    32     18     19 2.549830E-06 1.976613E-06 2.229442E-06 9.231250E-17 0.000000E+00
    33      5     18 7.078147E-06 3.142240E-06 5.033922E-06 2.150937E-16 0.000000E+00
    34     14     34 7.264485E-06 2.137800E-06 4.630976E-06 3.350000E-17 0.000000E+00
    35      1      5 1.009645E-05 4.455160E-06 7.167212E-06 3.004688E-16 0.000000E+00
    36      1     14 6.330715E-06 4.616591E-06 5.391956E-06 1.547500E-16 0.000000E+00
    37     11     18 3.229069E-06 2.558351E-06 2.850521E-06 1.517031E-16 0.000000E+00
    38     11     19 5.712769E-06 4.536537E-06 5.048165E-06 1.359375E-17 0.000000E+00
    39      1      2 7.285368E-06 4.616997E-06 5.862359E-06 2.363594E-16 0.000000E+00
    40      5     11 6.951207E-06 7.323287E-06 7.030721E-06 4.398437E-17 0.000000E+00
    41     11     20 4.409285E-06 2.870650E-06 3.585640E-06 1.006719E-16 0.000000E+00
    42      3     11 9.886898E-06 5.521704E-06 7.589311E-06 1.692187E-16 0.000000E+00
    43      5     10 8.157693E-06 8.137566E-06 8.026023E-06 4.559375E-17 0.000000E+00
    44      2     14 1.441243E-05 6.157546E-06 1.013148E-05 3.951562E-17 0.000000E+00
    45      2     10 4.852632E-06 4.831596E-06 4.769843E-06 3.929375E-16 0.000000E+00
    46      4     20 4.306547E-06 2.052897E-06 3.132264E-06 9.318750E-17 0.000000E+00
    47      2     26 1.477365E-05 2.286031E-06 8.402531E-06 7.770313E-17 0.000000E+00
    48      3     10 5.958147E-06 4.920933E-06 5.358353E-06 7.450000E-17 0.000000E+00
    49      3      4 4.362654E-06 4.168584E-06 4.201953E-06 2.682187E-16 0.000000E+00
    50     26     37 1.954181E-06 2.289324E-06 2.090085E-06 1.929687E-17 0.000000E+00
    51     10     24 4.216201E-06 4.245406E-06 4.167657E-06 2.512500E-17 0.000000E+00
    52     10     36 6.255686E-06 1.737555E-06 3.936969E-06 2.564062E-17 0.000000E+00
    53      3     24 5.118208E-06 4.689935E-06 4.830877E-06 3.645312E-17 0.000000E+00
    54     25     37 4.822067E-06 1.481502E-06 3.104743E-06 7.718750E-18 0.000000E+00
    55      2     25 1.402199E-05 2.759003E-06 8.265266E-06 2.629687E-17 0.000000E+00
    56     24     33 3.370517E-06 2.400207E-06 2.842297E-06 1.390625E-17 0.000000E+00
    57      4     32 5.013331E-06 2.729033E-06 3.813403E-06 1.562500E-17 0.000000E+00
    58      4     35 5.464403E-06 2.646434E-06 3.994890E-06 1.092187E-17 0.000000E+00
    59     30     36 1.640099E-06 1.817855E-06 1.703171E-06 9.734375E-18 0.000000E+00
    60      2     39 1.253022E-05 1.360737E-06 6.841814E-06 2.415625E-17 0.000000E+00
    61     36     38 1.884605E-06 1.488799E-06 1.661527E-06 5.640625E-18 0.000000E+00
    62     36     40 1.434971E-06 1.386906E-06 1.389879E-06 3.515625E-18 0.000000E+00
    63     24     30 2.582691E-06 1.447540E-06 1.985039E-06 1.884375E-17 0.000000E+00
    64      0     32 2.500000E-07 2.599173E-07 2.425827E-07 8.625000E-18 0.000000E+00
    65      0     24 2.500000E-07 0.000000E+00 5.025000E-07 2.253125E-17 0.000000E+00
    66      0     25 2.500000E-07 0.000000E+00 5.025000E-07 2.457812E-17 0.000000E+00
    67      0     35 2.500000E-07 0.000000E+00 5.025000E-07 6.562500E-18 0.000000E+00
    68      0     33 2.500000E-07 2.670842E-07 2.354158E-07 1.087500E-17 0.000000E+00
    69      0     40 2.500000E-07 8.542504E-08 4.170750E-07 3.328125E-18 0.000000E+00
    70      0     38 2.500000E-07 1.082901E-07 3.942099E-07 4.625000E-18 0.000000E+00
    71      0     39 2.500000E-07 1.167194E-07 3.857806E-07 3.875000E-18 0.000000E+00
    72     12     29 6.118760E-06 2.659207E-06 4.323476E-06 1.700000E-17 0.000000E+00
    73     27     29 1.704295E-06 2.649649E-06 2.144480E-06 1.640625E-18 0.000000E+00
    74     28     31 2.063895E-06 1.732546E-06 1.869889E-06 3.918750E-17 0.000000E+00
