    84
     1     -1     29 1.682158E-06 2.566581E-02 1.252500E-06
     2     -1     30 1.677789E-06 2.759781E-02 7.525001E-07
     3     -1     26 1.918875E-06 3.107241E-02 1.002500E-06
     4     -1     31 1.565047E-06 3.170707E-02 1.134584E-06
     5     -1     19 2.091175E-06 3.690307E-02 7.525000E-07
     6     -1     46 4.883757E-07 4.770216E-02 7.525000E-07
     7     -1     47 4.883757E-07 2.385108E-02 7.525000E-07
     8     46     47 5.634753E-07 2.295861E-02 2.000000E-06
     9     30     42 8.078560E-07 2.481252E-02 5.847454E-06
    10      5     26 6.951491E-07 2.381118E-02 8.545580E-06
    11     19     23 9.378688E-07 3.213136E-02 5.865882E-06
    12     12     29 4.883619E-07 1.572178E-02 1.239988E-05
    13     31     34 5.129481E-07 1.588939E-02 6.686925E-06
    14     47     50 4.883614E-07 3.407097E-02 7.034714E-06
    15     46     50 4.883614E-07 2.791394E-02 7.582354E-06
    16     23     34 1.259126E-06 3.016730E-02 8.965238E-06
    17      2     23 1.493733E-06 3.727679E-02 8.108790E-06
    18     32     34 1.241546E-06 3.030102E-02 5.976726E-06
    19     24     42 9.901421E-07 2.482327E-02 8.052272E-06
    20      5     32 1.286711E-06 3.003879E-02 8.352933E-06
    21     21     23 1.126314E-06 3.001185E-02 7.206344E-06
    22      2     21 1.264093E-06 3.358598E-02 8.295079E-06
    23      2     50 5.632222E-07 2.156533E-02 9.380838E-06
    24     21     32 1.302557E-06 2.873163E-02 1.135608E-05
    25     12     24 1.259168E-06 3.017454E-02 1.012219E-05
    26      5     24 1.424805E-06 3.129194E-02 1.424896E-05
    27      5     18 1.105232E-06 2.734982E-02 1.247727E-05
    28     18     32 9.901423E-07 2.574054E-02 7.562725E-06
    29      2     44 4.884546E-07 1.360183E-02 1.667245E-05
    30      5     17 1.082132E-06 2.852616E-02 1.700867E-05
    31     24     49 4.305881E-07 2.640254E-02 9.086060E-06
    32     24     48 5.452327E-07 4.392710E-02 9.231841E-06
    33     17     18 1.279500E-06 3.233509E-02 8.730638E-06
    34     48     49 5.633004E-07 1.288044E-02 2.651640E-06
    35     13     18 1.819874E-06 3.906460E-02 6.345766E-06
    36     43     44 5.151980E-07 2.356003E-02 9.975081E-06
    37      7     12 4.885296E-07 1.473550E-02 2.249329E-05
    38      7     48 5.017547E-07 2.306340E-02 1.344421E-05
    39      7     49 4.023690E-07 4.579252E-02 1.337757E-05
    40     17     45 7.161785E-07 2.880137E-02 5.807110E-06
    41     10     45 5.797393E-07 2.183719E-02 1.004838E-05
    42      6     13 1.343846E-06 3.550046E-02 1.203005E-05
    43      3     44 1.090754E-06 2.959231E-02 9.005172E-06
    44      4     13 1.082194E-06 3.156594E-02 1.148180E-05
    45     41     43 9.808066E-07 3.208630E-02 6.675139E-06
    46      3      6 8.486065E-07 1.436969E-02 1.449818E-05
    47     17     36 1.058154E-06 2.462329E-02 9.220812E-06
    48      4     36 1.259136E-06 3.004798E-02 9.960729E-06
    49     10     36 1.336204E-06 3.187346E-02 9.482861E-06
    50      4      6 1.929446E-06 3.717037E-02 7.195308E-06
    51      7     10 1.371261E-06 3.041248E-02 1.098273E-05
    52     40     41 3.712500E-07 1.276596E-02 7.831937E-06
    53     10     35 1.048661E-06 3.462225E-02 1.357683E-05
    54      4      9 1.082380E-06 2.842926E-02 1.134413E-05
    55      7     27 1.117886E-06 2.934523E-02 1.477317E-05
    56      3     53 5.122401E-07 2.087338E-02 1.282943E-05
    57     40     51 5.592433E-07 1.940593E-02 6.191477E-06
    58      9     35 1.274399E-06 3.258104E-02 1.111315E-05
    59      9     11 1.928003E-06 3.764602E-02 6.358561E-06
    60     52     53 5.641292E-07 1.936757E-02 4.137348E-06
    61     11     39 1.259126E-06 2.942742E-02 8.138412E-06
    62      8     51 1.250684E-07 2.687069E-02 1.302414E-05
    63     15     27 1.345110E-06 3.331939E-02 1.233545E-05
    64      1     27 1.619616E-06 3.488268E-02 9.411375E-06
    65      9     14 7.659737E-07 2.571499E-02 1.210964E-05
    66     20     39 1.237625E-06 3.447013E-02 8.362634E-06
    67      8     52 4.304220E-07 1.512010E-02 9.766864E-06
    68     11     28 9.901421E-07 2.485966E-02 1.120111E-05
    69      8     20 1.374444E-06 3.030171E-02 8.249652E-06
    70     20     28 1.487625E-06 3.554692E-02 6.911511E-06
    71      1     15 1.429437E-06 3.089281E-02 1.324557E-05
    72     14     37 1.118018E-06 2.948127E-02 7.789415E-06
    73     14     33 5.550368E-07 2.102147E-02 1.383579E-05
    74     22     28 9.901419E-07 2.578332E-02 8.935312E-06
    75      1     25 7.413518E-07 2.646731E-02 8.863995E-06
    76     15     38 1.178406E-06 3.424261E-02 1.026302E-05
    77     16     37 8.689495E-07 2.693039E-02 6.141892E-06
    78     33     38 6.213018E-07 2.387949E-02 8.946707E-06
    79      0     25 1.802519E-06 3.465681E-02 7.525000E-07
    80      0     33 1.696438E-06 3.069761E-02 1.079130E-06
    81      0     16 2.155623E-06 1.598180E-02 7.525001E-07
    82      0     22 2.035738E-06 3.758940E-02 7.525000E-07
    83      0     38 3.713472E-07 1.282779E-02 2.375623E-06
    84      0      8 1.242134E-07 2.725505E-02 8.543657E-06
