     1 5.745625E-16 3.768444E-06 2.886777E-02 0.000000E+00
     2 5.442500E-16 3.524785E-06 2.580545E-02 0.000000E+00
     3 3.047656E-16 3.286766E-06 2.587358E-02 0.000000E+00
     4 2.673437E-16 3.252228E-06 3.964934E-02 0.000000E+00
     5 3.228281E-16 3.169703E-06 2.954379E-02 0.000000E+00
     6 5.407656E-16 3.152537E-06 2.696413E-02 0.000000E+00
     7 2.209219E-16 2.998590E-06 3.882238E-02 0.000000E+00
     8 2.299062E-16 2.955895E-06 3.212048E-02 0.000000E+00
     9 2.265156E-16 2.787185E-06 3.192644E-02 0.000000E+00
    10 1.450156E-16 2.758499E-06 3.273655E-02 0.000000E+00
    11 1.886094E-16 2.569518E-06 3.352905E-02 0.000000E+00
    12 2.913906E-16 2.567531E-06 2.544540E-02 0.000000E+00
    13 1.630937E-16 2.555430E-06 3.498799E-02 0.000000E+00
    14 5.292187E-17 2.486799E-06 3.121225E-02 0.000000E+00
    15 2.564062E-16 2.304269E-06 2.383656E-02 0.000000E+00
    16 1.939531E-16 2.292671E-06 2.725885E-02 0.000000E+00
    17 1.424375E-16 2.308753E-06 3.442998E-02 0.000000E+00
    18 7.978125E-17 2.227845E-06 3.452079E-02 0.000000E+00
    19 2.455625E-16 2.231693E-06 2.726876E-02 0.000000E+00
    20 1.975000E-17 2.220431E-06 3.650909E-02 0.000000E+00
    21 3.040625E-17 2.200054E-06 3.951787E-02 0.000000E+00
    22 1.179219E-16 1.991364E-06 2.859579E-02 0.000000E+00
    23 1.660937E-16 1.976547E-06 2.395736E-02 0.000000E+00
    24 1.165156E-16 1.995563E-06 3.343598E-02 0.000000E+00
    25 4.200000E-17 1.958920E-06 3.602313E-02 0.000000E+00
    26 5.765625E-17 1.960196E-06 3.316144E-02 0.000000E+00
    27 1.684219E-16 1.795210E-06 2.342242E-02 0.000000E+00
    28 8.848437E-17 1.754612E-06 2.519712E-02 0.000000E+00
    29 5.342187E-17 1.744559E-06 2.276506E-02 0.000000E+00
    30 3.250000E-17 1.769797E-06 3.307119E-02 0.000000E+00
    31 2.415625E-17 1.729579E-06 3.429310E-02 0.000000E+00
    32 5.846875E-17 1.615784E-06 3.114993E-02 0.000000E+00
    33 7.859375E-17 1.681025E-06 2.852798E-02 0.000000E+00
    34 2.640625E-17 1.650842E-06 2.847233E-02 0.000000E+00
    35 6.803125E-17 1.589917E-06 2.647415E-02 0.000000E+00
    36 4.457813E-17 1.589399E-06 2.659312E-02 0.000000E+00
    37 5.879687E-17 1.621629E-06 3.173046E-02 0.000000E+00
    38 6.157812E-17 1.600564E-06 2.393926E-02 0.000000E+00
    39 6.026562E-17 1.535829E-06 2.823730E-02 0.000000E+00
    40 1.745313E-17 1.482144E-06 3.100288E-02 0.000000E+00
    41 4.554687E-17 1.493768E-06 2.869140E-02 0.000000E+00
    42 9.953125E-18 1.427231E-06 2.312736E-02 0.000000E+00
    43 8.634375E-17 1.542399E-06 3.029386E-02 0.000000E+00
    44 1.478125E-17 1.282304E-06 2.734555E-02 0.000000E+00
    45 3.423437E-17 1.286018E-06 2.386926E-02 0.000000E+00
    46 2.693750E-17 1.285829E-06 2.562546E-02 0.000000E+00
    47 3.084375E-17 1.112051E-06 1.922291E-02 0.000000E+00
    48 2.289062E-17 1.285829E-06 2.296741E-02 0.000000E+00
    49 7.703125E-18 1.074687E-06 2.384208E-02 0.000000E+00
    50 7.046875E-18 1.099309E-06 2.197235E-02 0.000000E+00
    51 1.178125E-17 9.994859E-07 2.517226E-02 0.000000E+00
    52 1.610937E-17 7.858290E-07 2.029176E-02 0.000000E+00
    53 2.035937E-17 7.799241E-07 1.601389E-02 0.000000E+00
    54 9.718750E-18 7.429373E-07 2.179774E-02 0.000000E+00
    55 1.734375E-18 4.949422E-07 2.588414E-02 0.000000E+00
    56 2.859375E-18 5.358291E-07 2.241634E-02 0.000000E+00
