     1     -1     20 2.500000E-07 5.461032E-07 1.439762E-07 4.134375E-17 0.000000E+00
     2     -1     17 2.500000E-07 5.025000E-07 1.225000E-07 2.170313E-17 0.000000E+00
     3     -1      2 2.500000E-07 2.532767E-07 2.492233E-07 1.652969E-16 0.000000E+00
     4     -1     15 2.500000E-07 4.204250E-07 8.207502E-08 2.801562E-17 0.000000E+00
     5     -1      6 2.500000E-07 0.000000E+00 5.025000E-07 7.667187E-17 0.000000E+00
     6      2     28 9.554439E-06 4.073732E-06 6.712383E-06 3.178125E-17 0.000000E+00
     7     17     49 3.201135E-06 2.755567E-06 2.933898E-06 1.156250E-17 0.000000E+00
     8     15     16 2.955095E-06 3.459117E-06 3.159239E-06 2.167187E-17 0.000000E+00
     9      6     16 6.127031E-06 3.812792E-06 4.895733E-06 5.631250E-17 0.000000E+00
    10      2     31 3.850955E-06 2.520963E-06 3.138407E-06 4.873437E-17 0.000000E+00
    11     20     22 5.639846E-06 3.508157E-06 4.505733E-06 1.615625E-17 0.000000E+00
    12     28     36 1.759842E-06 1.513959E-06 1.612470E-06 4.559375E-17 0.000000E+00
    13     22     49 1.688067E-06 1.862493E-06 1.748783E-06 1.606250E-17 0.000000E+00
    14     31     35 3.111410E-06 1.987279E-06 2.511294E-06 3.487500E-17 0.000000E+00
    15     16     38 4.511406E-06 2.513394E-06 3.459976E-06 6.217187E-17 0.000000E+00
    16      7     36 3.490097E-06 2.941705E-06 3.167902E-06 5.004687E-17 0.000000E+00
    17     22     30 3.272496E-06 2.229987E-06 2.710178E-06 5.734375E-17 0.000000E+00
    18     34     35 3.188799E-06 1.329666E-06 2.225513E-06 3.531250E-17 0.000000E+00
    19     29     34 1.778913E-06 2.018655E-06 1.870444E-06 5.135937E-17 0.000000E+00
    20     27     38 2.845800E-06 3.615030E-06 3.182200E-06 3.335937E-17 0.000000E+00
    21      7     44 2.752958E-06 2.776961E-06 2.723692E-06 2.107812E-17 0.000000E+00
    22      7     25 4.179517E-06 2.377289E-06 3.229472E-06 4.364062E-17 0.000000E+00
    23     18     30 3.653411E-06 3.671966E-06 3.608022E-06 1.314062E-17 0.000000E+00
    24      1     29 3.221640E-06 2.145047E-06 2.643293E-06 6.831250E-17 0.000000E+00
    25      4     27 2.778483E-06 2.398631E-06 2.549922E-06 9.079687E-17 0.000000E+00
    26     18     44 2.760247E-06 2.674534E-06 2.676832E-06 1.829687E-17 0.000000E+00
    27      1     25 4.484763E-06 3.608775E-06 3.986369E-06 6.337500E-17 0.000000E+00
    28     18     46 2.763196E-06 3.973216E-06 3.317935E-06 2.107812E-17 0.000000E+00
    29     18     23 2.976097E-06 3.926301E-06 3.399688E-06 2.185937E-17 0.000000E+00
    30      1      3 7.759706E-06 5.649585E-06 6.604576E-06 8.637500E-17 0.000000E+00
    31      1      8 4.375883E-06 3.363681E-06 3.812024E-06 3.200000E-17 0.000000E+00
    32      4     11 5.968713E-06 4.410624E-06 5.112211E-06 4.982812E-17 0.000000E+00
    33      3     46 5.065749E-06 3.032356E-06 3.988619E-06 2.056250E-17 0.000000E+00
    34      8     11 5.823575E-06 3.071986E-06 4.381396E-06 2.034375E-17 0.000000E+00
    35     23     50 2.361368E-06 2.281608E-06 2.286839E-06 1.614062E-17 0.000000E+00
