     1     -1     20 2.500000E-07 6.592671E-07 1.997137E-07 1.545312E-17 0.000000E+00
     2     -1     16 2.500000E-07 8.542504E-08 4.170750E-07 1.603125E-17 0.000000E+00
     3     -1     14 2.500000E-07 4.028236E-07 9.967636E-08 3.681250E-17 0.000000E+00
     4     -1     23 2.500000E-07 5.151650E-07 1.287380E-07 9.421875E-18 0.000000E+00
     5      3     16 2.336243E-06 2.109120E-06 2.189507E-06 1.306250E-17 0.000000E+00
     6     20     22 1.496621E-06 2.408366E-06 1.923352E-06 1.162500E-17 0.000000E+00
     7     18     23 2.704588E-06 1.873523E-06 2.254890E-06 9.890625E-18 0.000000E+00
     8      4     14 4.492085E-06 3.731036E-06 4.050194E-06 2.882812E-17 0.000000E+00
     9      9     18 3.149988E-06 1.969750E-06 2.521662E-06 2.871875E-17 0.000000E+00
    10      2     22 3.676199E-06 3.643146E-06 3.605051E-06 2.071875E-17 0.000000E+00
    11      2      9 3.297631E-06 2.530658E-06 2.870649E-06 2.929687E-17 0.000000E+00
    12      3     30 4.084152E-06 1.597322E-06 2.798338E-06 1.534375E-17 0.000000E+00
    13      4     29 4.638658E-06 1.511877E-06 3.029368E-06 1.856250E-17 0.000000E+00
    14      2     40 2.884410E-06 1.917506E-06 2.365123E-06 2.189062E-17 0.000000E+00
    15      2     39 4.629539E-06 1.918942E-06 3.225371E-06 1.978125E-17 0.000000E+00
    16     30     37 2.814486E-06 4.235803E-06 3.472530E-06 1.370312E-17 0.000000E+00
    17     26     29 1.839725E-06 2.029223E-06 1.905601E-06 1.164062E-17 0.000000E+00
    18     15     40 2.456346E-06 1.193610E-06 1.797739E-06 8.718750E-18 0.000000E+00
    19      7     39 3.343832E-06 1.815079E-06 2.540956E-06 1.690625E-17 0.000000E+00
    20      5     26 4.152193E-06 1.273014E-06 2.672117E-06 1.682812E-17 0.000000E+00
    21      8     15 3.958599E-06 2.736829E-06 3.297748E-06 5.034375E-17 0.000000E+00
    22      5     37 1.898039E-06 3.664826E-06 2.739918E-06 3.428125E-17 0.000000E+00
    23      8     28 4.697256E-06 1.202282E-06 2.905742E-06 2.456250E-17 0.000000E+00
    24      5     36 4.062063E-06 1.491498E-06 2.735336E-06 1.806250E-17 0.000000E+00
    25      6      7 7.095877E-06 5.207608E-06 6.059925E-06 2.329687E-17 0.000000E+00
    26     21     35 4.116692E-06 3.392644E-06 3.698628E-06 1.732812E-17 0.000000E+00
    27     21     32 4.598349E-06 3.036798E-06 3.760595E-06 1.693750E-17 0.000000E+00
    28     31     35 6.181748E-07 1.062693E-06 8.278902E-07 1.740625E-17 0.000000E+00
    29     33     36 2.468652E-06 1.933703E-06 2.168324E-06 1.309375E-17 0.000000E+00
    30     25     28 2.680814E-06 4.084720E-06 3.332278E-06 1.687500E-17 0.000000E+00
    31     24     35 2.045777E-06 2.608743E-06 2.292525E-06 1.384375E-17 0.000000E+00
    32     17     25 2.104275E-06 8.432228E-07 1.451753E-06 1.448437E-17 0.000000E+00
    33     24     33 1.744321E-06 1.788271E-06 1.739933E-06 1.454687E-17 0.000000E+00
    34     27     32 1.430140E-06 2.000951E-06 1.689940E-06 1.095312E-17 0.000000E+00
    35     11     17 2.646453E-06 3.628493E-06 3.090645E-06 2.457812E-17 0.000000E+00
    36      1      6 3.508948E-06 2.203752E-06 2.813718E-06 4.270312E-17 0.000000E+00
    37     19     27 2.174025E-06 2.274802E-06 2.191213E-06 1.076562E-17 0.000000E+00
    38     11     38 4.635481E-06 2.745571E-06 3.635443E-06 1.682812E-17 0.000000E+00
    39     19     34 2.667026E-06 2.371800E-06 2.481810E-06 1.035937E-17 0.000000E+00
    40      1     13 3.988656E-06 2.657553E-06 3.273506E-06 1.035937E-17 0.000000E+00
    41     10     34 2.361703E-06 1.780549E-06 2.040214E-06 1.192187E-17 0.000000E+00
    42     12     38 2.358007E-06 1.571649E-06 1.935502E-06 6.156250E-18 0.000000E+00
    43      0     13 2.500000E-07 6.700000E-07 2.050000E-07 2.404687E-17 0.000000E+00
    44      0     12 2.500000E-07 2.529250E-07 2.495750E-07 2.020312E-17 0.000000E+00
    45      0     10 2.500000E-07 2.711582E-07 2.313418E-07 3.225000E-17 0.000000E+00
