    40  6.400000E-05  6.400000E-05  8.250000E-06
     1 5.421066E-05 2.665187E-06 3.875000E-06   2	    6	   13	    0	    0	   36	   40
     2 1.426042E-05 1.049750E-05 3.875000E-06   4	    9	   22	   39	   40	    0	    0	   11	   10	   15	   14
     3 6.375000E-06 3.437463E-05 3.747500E-06   2	   16	   30	    0	    0	    5	   12
     4 1.264347E-05 5.217740E-05 3.747500E-06   2	   14	   29	    0	    0	    8	   13
     5 2.994460E-05 4.169460E-05 3.497500E-06   3	   26	   36	   37	    0	    0	   20	   24	   22
     6 4.592743E-05 3.252500E-06 4.375000E-06   2	    1	    7	    0	    0	   36	   25
     7 2.775250E-05 2.997500E-06 3.625000E-06   2	    6	   39	    0	    0	   25	   19
     8 2.724750E-05 2.386628E-05 3.497500E-06   2	   15	   28	    0	    0	   21	   23
     9 7.997500E-06 1.600616E-05 3.875000E-06   2	    2	   18	    0	    0	   11	    9
    10 6.373133E-05 4.747708E-05 4.502500E-06   2	    0	   34	    0	    1	   45	   41
    11 4.950250E-05 2.508082E-05 3.497500E-06   2	   17	   38	    0	    0	   35	   38
    12 6.387500E-05 2.815369E-05 3.497500E-06   2	    0	   38	    0	    1	   44	   42
    13 6.387500E-05 4.393091E-06 4.625000E-06   2	    0	    1	    0	    1	   43	   40
    14 7.082982E-07 5.361000E-05 3.497500E-06   2	   -1	    4	    1	    0	    3	    8
    15 2.499750E-05 1.438089E-05 4.625000E-06   2	    8	   40	    0	    0	   21	   18
    16 1.250000E-07 3.485106E-05 3.497500E-06   2	   -1	    3	    1	    0	    2	    5
    17 4.812411E-05 1.586799E-05 3.497500E-06   2	   11	   25	    0	    0	   35	   32
    18 6.388120E-06 2.288950E-05 3.497500E-06   2	    9	   23	    0	    0	    9	    7
    19 5.381057E-05 5.510742E-05 5.002500E-06   2	   27	   34	    0	    0	   37	   39
    20 5.595837E-07 2.155811E-06 4.752500E-06   2	   -1	   22	    1	    0	    1	    6
    21 3.239599E-05 5.442526E-05 4.875000E-06   2	   32	   35	    0	    0	   27	   26
    22 5.922134E-06 4.252500E-06 4.801278E-06   2	    2	   20	    0	    0	   10	    6
    23 2.681876E-07 2.159311E-05 4.125000E-06   2	   -1	   18	    1	    0	    4	    7
    24 4.737500E-05 4.474750E-05 3.247500E-06   2	   33	   35	    0	    0	   33	   31
    25 4.490867E-05 1.865976E-05 3.247500E-06   2	   17	   28	    0	    0	   32	   30
    26 2.349750E-05 4.512494E-05 4.625000E-06   2	    5	   29	    0	    0	   20	   17
    27 4.725250E-05 5.487505E-05 5.002500E-06   2	   19	   32	    0	    0	   37	   34
    28 3.599750E-05 2.337495E-05 3.247500E-06   2	    8	   25	    0	    0	   23	   30
    29 1.899750E-05 4.637495E-05 5.002500E-06   2	    4	   26	    0	    0	   13	   17
    30 1.475250E-05 3.512505E-05 3.247500E-06   2	    3	   37	    0	    0	   12	   16
    31 4.025311E-05 4.850314E-05 5.047649E-06   1	   35	    0	    0	   28
    32 4.312516E-05 5.562483E-05 2.997500E-06   2	   21	   27	    0	    0	   27	   34
    33 4.275250E-05 4.239737E-05 3.625000E-06   2	   24	   36	    0	    0	   33	   29
    34 5.874750E-05 5.099750E-05 5.125000E-06   2	   10	   19	    0	    0	   41	   39
    35 4.124750E-05 4.799750E-05 2.997500E-06   3	   21	   24	   31	    0	    0	   26	   31	   28
    36 3.749750E-05 4.030698E-05 2.997500E-06   2	    5	   33	    0	    0	   24	   29
    37 2.449750E-05 3.655698E-05 2.997500E-06   2	    5	   30	    0	    0	   22	   16
    38 5.962500E-05 2.637500E-05 2.997500E-06   2	   11	   12	    0	    0	   38	   42
    39 2.150250E-05 4.056792E-06 2.997500E-06   2	    2	    7	    0	    0	   15	   19
    40 2.025250E-05 1.400250E-05 2.997500E-06   2	    2	   15	    0	    0	   14	   18
